GOterm	Definition	Ontology_source
GO:0004931	Enables the transmembrane transfer of a cation by a channel that opens when extracellular ATP has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0072546	A transmembrane protein complex that is involved in protein folding in the endoplasmic reticulum. In S. cerevisiae, it has six members: EMC1, EMC2, AIM27, EMC4, KRE27, and EMC6.	cellular_component
GO:0072380	An ER membrane insertion complex that contains subunits that recognize two types of transmembrane domain signals. In budding yeast the complex contains Get4p, Get5p, Sgt2p, and at least two heat shock proteins (HSPs).	cellular_component
GO:0072379	A protein complex that is involved in the post-translational delivery of tail-anchored (TA) membrane proteins to the endoplasmic reticulum. TA membrane proteins, also called type II transmembrane proteins, contain a single C-terminal transmembrane region. Some ER membrane insertion complex subunits are conserved between different species such as mammals and budding yeast.	cellular_component
GO:0072346	Enables the transmembrane transfer of a calcium ion by a channel that opens when cyclic adenosine diphosphate ribose (cADPR) has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0072345	Enables the transmembrane transfer of a calcium ion by a channel that opens when nicotinic acid adenine dinucleotide phosphate (NAADP) has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0072320	Enables the transmembrane transfer of a chloride ion by a volume-sensitive channel. A volume-sensitive channel is a channel that responds to changes in the volume of a cell.	molecular_function
GO:0003271	The series of molecular signals generated as a consequence of activation of the transmembrane protein Smoothened contributing to the modulation of the frequency, rate or extent of cardioblast proliferation in the secondary heart field. A cardioblast is a cardiac precursor cell. It is a cell that has been committed to a cardiac fate, but will undergo more cell division rather than terminally differentiating.	biological_process
GO:0045053	The retention of proteins within the Golgi apparatus. Golgi-localized carbohydrate-modifying enzymes have a short N-terminal domain that faces the cytosol, a single transmembrane alpha helix, and a large C-terminal domain that faces the Golgi lumen and that contains the catalytic site. How the membrane-spanning alpha helix in a Golgi enzyme causes its localization and prevents its movement to the plasma membrane is not known.	biological_process
GO:0030171	Enables the transmembrane transfer of a proton by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0030057	A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism.	cellular_component
GO:0030056	A cell-substrate junction (attachment structure) found in epithelial cells that links intermediate filaments to extracellular matrices via transmembrane complexes. In vertebrates, hemidesmosomes mediate contact between the basal side of epithelial cells and the basal lamina. In C. elegans, hemidesmosomes connect epithelial cells to distinct extracellular matrices on both the apical and basal cell surfaces.	cellular_component
GO:0003435	The series of molecular signals generated as a consequence of activation of the transmembrane protein Smoothened that contributes to the progression of a growth plate cartilage chondrocyte over time.	biological_process
GO:0045112	The chemical reactions and pathways resulting in the formation of integrins, a large family of transmembrane proteins that act as receptors for cell-adhesion molecules.	biological_process
GO:0060316	Any process that increases the activity of a ryanodine-sensitive calcium-release channel. The ryanodine-sensitive calcium-release channel catalyzes the transmembrane transfer of a calcium ion by a channel that opens when a ryanodine class ligand has been bound by the channel complex or one of its constituent parts.	biological_process
GO:0060315	Any process that decreases the activity of a ryanodine-sensitive calcium-release channel. The ryanodine-sensitive calcium-release channel catalyzes the transmembrane transfer of a calcium ion by a channel that opens when a ryanodine class ligand has been bound by the channel complex or one of its constituent parts.	biological_process
GO:1903896	Any process that activates or increases the frequency, rate or extent of the IRE1-mediated unfolded protein response.	biological_process
GO:1903895	Any process that stops, prevents or reduces the frequency, rate or extent of the IRE1-mediated unfolded protein response.	biological_process
GO:0060506	The series of molecular signals generated as a consequence of activation of the transmembrane Smoothened-type protein. This process contributes to lung development.	biological_process
GO:0007227	The series of molecular signals that are initiated by the transmembrane protein Smoothened. In the presence of a Hedgehog signaling molecule, the Patched protein no longer inhibits the activity of Smoothened, and Smoothened signals via the Hedgehog signaling complex to activate downstream components of the Hedgehog signaling pathway.	biological_process
GO:0007224	A series of molecular signals generated as a consequence of activation of the transmembrane protein Smoothened.	biological_process
GO:0015856	The directed movement of cytosine, 4-amino-2-hydroxypyrimidine, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0015747	The directed movement of urate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:1905059	Any calcium-transporting ATPase activity that is involved in regulation of postsynaptic cytosolic calcium ion concentration.	molecular_function
GO:1905056	Any calcium-transporting ATPase activity that is involved in regulation of presynaptic cytosolic calcium ion concentration.	molecular_function
GO:1905714	OBSOLETE. Any mitochondrial calcium release that is involved in regulation of presynaptic cytosolic calcium ion concentration.	biological_process
GO:1905713	OBSOLETE. Any mitochondrial calcium uptake that is involved in regulation of presynaptic cytosolic calcium ion concentration.	biological_process
GO:0008282	A protein complex that comprises four pore-forming (Kir6.x) and four regulatory sulphonylurea receptor (SURx) subunits and forms a transmembrane channel through which ions may pass. The opening and closing of the channel is regulated by ATP: binding of ATP to the Kir6.x subunit inhibits channel activity, whereas binding of Mg2+-complexed ATP or ADP to the SURx subunit stimulates channel activity.	cellular_component
GO:0008525	Enables the directed movement of phosphatidylcholine into, out of or within a cell, or between cells. Phosphatidylcholine refers to a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of choline.	molecular_function
GO:0070765	A protein complex that has aspartic-type endopeptidase activity, and contains a catalytic subunit, presenilin (PS), that is a prototypical member of the GxGD-type aspartyl peptidases. The complex also contains additional subunits, including nicastrin, APH-1, PEN-2, and a regulatory subunit, CD147. Gamma-secretase cleaves several transmembrane proteins including the cell surface receptor Notch and the beta-amyloid precursor protein.	cellular_component
GO:0070509	The directed movement of calcium ions into a cell or organelle.	biological_process
GO:0043855	Enables the transmembrane transfer of an ion by a channel that opens when a cyclic nucleotide has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0043854	Enables the transmembrane transfer of an ion by a channel that opens in response to a mechanical stress and when a cyclic nucleotide has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0070469	The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient.	cellular_component
GO:0017062	The aggregation, arrangement and bonding together of a set of components to form the cytochrome bc(1) complex, a transmembrane lipoprotein complex that it catalyzes the reduction of cytochrome c by accepting reducing equivalents from Coenzyme Q, by the aggregation, arrangement and bonding together of its constituents.	biological_process
GO:0005899	A disulfide-bonded, heterotetrameric receptor complex. The alpha chains are entirely extracellular, while each beta chain has one transmembrane domain. The ligand binds to the alpha subunit extracellular domain and the kinase is associated with the beta subunit intracellular domain.	cellular_component
GO:0005892	A homo- or hetero-pentameric protein complex that forms a transmembrane channel through which ions may pass in response to acetylcholine binding.	cellular_component
GO:0005891	A protein complex that forms a transmembrane channel through which calcium ions may pass in response to changes in membrane potential.	cellular_component
GO:0005785	A transmembrane heterodimeric protein located in the membrane of the rough endoplasmic reticulum. Both subunits contain GTPase domains with which signal recognition particle interacts. In the presence of GTP and SRP receptor, SRP is released from the ribosome-nascent chain complex.	cellular_component
GO:0032398	A transmembrane protein complex composed of a MHC class Ib alpha chain and, in most cases, an invariant beta2-microglobin chain, and with or without a bound peptide or lipid antigen. Class Ib here refers to non-classical class I molecules, such as those of the CD1 or HLA-E gene families.	cellular_component
GO:0032126	A cell part that is composed of the eisosome membrane or MCC domain, a furrow-like plasma membrane sub-domain and associated integral transmembrane proteins, and the proteins (eisosome filaments) that form a scaffolding lattice on the cytoplasmic face. Eisosomes broadly affect overall plasma membrane organization.	cellular_component
GO:0005326	Enables the directed movement of a neurotransmitter into, out of or within a cell, or between cells. Neurotransmitters are any chemical substance that is capable of transmitting (or inhibiting the transmission of) a nerve impulse from a neuron to another cell.	molecular_function
GO:0005272	Enables the facilitated diffusion of a sodium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0005267	Enables the facilitated diffusion of a potassium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0005262	Enables the facilitated diffusion of a calcium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0005260	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O = ADP + phosphate. An animal enzyme that is active in forming a chloride channel, the absence of which brings about cystic fibrosis. It is also involved in the functioning of other transmembrane channels.	molecular_function
GO:0005254	Enables the facilitated diffusion of a chloride (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0005252	Enables the transmembrane transfer of a potassium ion by an open rectifier voltage-gated channel. An open rectifier current-voltage relationship is one in which the direction of rectification depends on the external potassium ion concentration.	molecular_function
GO:0005251	Enables the transmembrane transfer of a potassium ion by a delayed rectifying voltage-gated channel. A delayed rectifying current-voltage relation is one where channel activation kinetics are time-dependent, and inactivation is slow.	molecular_function
GO:0005250	Enables the transmembrane transfer of a potassium ion by an outwardly-rectifying voltage-gated channel that produces a transient outward current upon a step change in membrane potential.	molecular_function
GO:0005249	Enables the transmembrane transfer of a potassium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0005248	Enables the transmembrane transfer of a sodium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0005247	Enables the transmembrane transfer of a chloride ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0005245	Enables the transmembrane transfer of a calcium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0005244	Enables the transmembrane transfer of an ion by a voltage-gated channel. An ion is an atom or group of atoms carrying an electric charge by virtue of having gained or lost one or more electrons. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0005242	Enables the transmembrane transfer of a potassium ion by an inwardly-rectifying voltage-gated channel. An inwardly rectifying current-voltage relation is one where at any given driving force the inward flow of K+ ions exceeds the outward flow for the opposite driving force. The inward-rectification is due to a voltage-dependent block of the channel pore by a specific ligand or ligands, and as a result the macroscopic conductance depends on the difference between membrane voltage and the K+ equilibrium potential rather than on membrane voltage itself.	molecular_function
GO:0005237	Enables the transmembrane transfer of an ion by a channel that opens when a specific extracellular inhibitory ligand has been bound by the channel complex or one of its constituent parts. Inhibitory ligands, such as GABA or glycine, open chloride-selective channels.	molecular_function
GO:0005234	Enables the transmembrane transfer of an ion by a channel that opens when extracellular glutamate has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0005232	Enables the transmembrane transfer of a cation by a channel that opens when a specific extracellular ligand has been bound by the channel complex or one of its constituent parts, and that is activated by serotonin.	molecular_function
GO:0005229	Enables the transmembrane transfer of chloride by a channel that opens in response to stimulus by a calcium ion or ions. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism.	molecular_function
GO:0005228	Enables the transmembrane transfer of potassium by a channel that opens in response to stimulus by a sodium ion or ions. Transport by a channel involves facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism. Sodium activated potassium channels have distinctive properties, including a large single channel conductance, subconductance states, and a block of single channel currents at positive potentials, similar to inward rectification.	molecular_function
GO:0005224	Enables the transmembrane transfer of a chloride ion by a channel that opens when ATP has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0005223	Enables the transmembrane transfer of a cation by a channel that opens when intracellular cGMP has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0005221	Enables the transmembrane transfer of a cation by a channel that opens when intracellular cyclic nucleotide has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0005220	Enables the transmembrane transfer of a calcium ion by a channel that opens when inositol 1,4,5-trisphosphate (IP3) has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0005219	Enables the transmembrane transfer of a calcium ion by a channel that opens when a ryanodine class ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0005217	Enables the transmembrane transfer of an ion by a channel that opens when a specific intracellular ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0005216	Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size).	molecular_function
GO:0005173	Interacting selectively and non-covalently with the stem cell factor receptor (SCFR), a type III transmembrane kinase receptor.	molecular_function
GO:0005121	Interacting selectively and non-covalently with the Toll protein, a transmembrane receptor.	molecular_function
GO:0008381	Enables the transmembrane transfer of an ion by a channel that opens in response to a mechanical stress.	molecular_function
GO:0008308	Enables the transmembrane transfer of an anion by a voltage-gated channel. An anion is a negatively charged ion. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.	molecular_function
GO:0048495	Interacting selectively and non-covalently with the Roundabout (ROBO) receptor, a transmembrane receptor.	molecular_function
GO:1990281	A protein complex that is capable of efflux transmembrane transporter activity.	cellular_component
GO:1990222	The ProVWX complex belongs to the family of ATP-binding cassette (ABC) transporter proteins complexes. It consists of a cytoplasmic ATPase subunit ProV, a transmembrane subunit ProW and a periplasmic binding protein ProX. It is capable of translocating a wide variety of solute (e.g. glycine betaine) across the plasma membrane and is activated under osmotic stress conditions.	cellular_component
GO:1990207	A transmembrane protein complex capable of transporting positively charged hydrophobic drugs across the plasma membrane thereby involved in conferring resistance to a wide range of toxic compounds (e.g. methyl viologen, ethidium bromide and acriflavine). It is commonly found in bacteria. In E. coli it forms a homodimer.	cellular_component
GO:1990203	A protein complex containing two transmembrane subunits; a MdtB dimer and one unit of MdtC. Capable of exporting substrates across the cell membrane. Involved in conferring antibiotic resistance of Gram-negative bacteria by transporting drugs across the membrane.	cellular_component
GO:1990199	An ATP-binding cassette (ABC) transporter complex made up of a dimer of MsbA. Facilitates the export across the plasma membrane of, amongst others, lipid A and lipopolysaccharide. In contrast to most ABC transporter complexes, each chain of the homodimer contains both the transmembrane domain (TMD) and the cytoplasmic ATP-binding domain (NBD).	cellular_component
GO:1990197	An ATP-binding cassette (ABC) transporter complex that is capable of methionine-importing activity. An example is the bacterial MetNIQ methionine transporter, that consists of the dimeric ATPase subunit MetN located at the cytoplasmic side of the plasma membrane and the dimeric transmembrane subunit MetI. MetQ is regarded as the periplasmic methionine-binding chaperon subunit, and is capable of transporting methionine from the periplasm into the cytoplasm in an ATP-dependent manner.	cellular_component
GO:1990193	Protein complex involved in cobalamin (vitamin B12) transport through the plasma membrane. In E. coli, the complex is a tetramer and consists of the cytoplasmic ATPase BtuD homodimer together with the transmembrane BtuC homodimer.	cellular_component
GO:1990184	A heteromeric protein complex consisting of a multi-transmembrane spanning subunit (the light chain) and a type II glycoprotein subunit (the heavy chain) that functions to transport amino acids across a plasma membrane.	cellular_component
GO:1990176	Protein complex involved in maltose transport through the plasma membrane. In E. coli, the complex is a tetramer and consists of a cytoplasmic ATPase MalK homodimer together with a heterodimeric transmembrane subunit MalF-MalG.	cellular_component
GO:1990126	The directed movement of membrane-bounded vesicles from endosomes back to the plasma membrane, a trafficking pathway that promotes the recycling of internalized transmembrane proteins.	biological_process
GO:1990779	A transmembrane signalling receptor complex found exclusively on platelets. Involved in haemostasis and thrombosis where it aids blood coagulation.	cellular_component
GO:1990760	Enables the transmembrane transfer of a cation by a channel that opens when a change in the osmolarity occurs in the extracellular space of the cell in which the cation channel resides.	molecular_function
GO:1990406	A transmembrane, G-protein-coupled signalling receptor complex recognized by calcitonin gene-related peptides (CGRP).	cellular_component
GO:1990398	Transmembrane complex that mediates resistance to copper and silver by cation efflux directly from the cell using the proton-motive force. Spans the inner membrane, periplasm, and outer membrane. Primarily activated under anaerobic conditions by CusR and CusS but also expressed under extreme copper stress, in aerobic growth.	cellular_component
GO:1990392	A trimeric cell-cell fusion complex that serves as a scaffold for zippering up the extracellular domains, bringing the transmembrane segments into close proximity such that they can continue zippering within the two membranes into one. Two prefusion monomers cluster at the surface of adjacent cells. Parallel EFF-1 interactions occur across cells and a third monomer, which can come from either cell, adds on to make an intermediate, extended trimer.	cellular_component
GO:1990332	A type-I transmembrane protein complex located in the endoplasmic reticulum (ER) consisting of an IRE1-IRE1 dimer, which forms in response to the accumulation of unfolded protein in the ER. The dimeric complex has endoribonuclease (RNase) activity and evokes the unfolded protein response (UPR) by cleaving an intron of a mRNA coding for the transcription factor HAC1 in yeast or XBP1 in mammals; the complex cleaves a single phosphodiester bond in each of two RNA hairpins (with non-specific base paired stems and loops of consensus sequence CNCNNGN, where N is any base) to remove an intervening intron from the target transcript.	cellular_component
GO:1990028	Enables the transmembrane transfer of a calcium ion by an intermediate voltage-gated channel. An intermediate voltage-gated channel is a channel whose open state is dependent on intermediate voltage across the membrane in which it is embedded.	molecular_function
GO:0004970	Catalysis of the transmembrane transfer of an ion by a channel that opens when glutamate has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0010461	Enables the transmembrane transfer of an ion by a channel that opens in response to a light stimulus.	molecular_function
GO:0042906	The directed movement of xanthine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Xanthine (2,6-dihydroxypurine) is a purine formed in the metabolic breakdown of guanine, but is not present in nucleic acids.	biological_process
GO:0099106	Modulates the activity of a channel via direct interaction with it. A channel catalyzes energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel.	molecular_function
GO:0099103	Direct interaction with a channel (binding or modification), resulting in its opening. A channel catalyzes energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel.	molecular_function
GO:0099095	Enables the transmembrane transfer of an inorganic anion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0099094	Enables the transmembrane transfer of an inorganic cation by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0015851	The directed movement of a nucleobase, any nitrogenous base that is a constituent of a nucleoside, nucleotide, or nucleic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0016286	Enables the transmembrane transfer of potassium by a channel with a unit conductance of 2 to 20 picoSiemens that opens in response to stimulus by internal calcium ions. Small conductance calcium-activated potassium channels are more sensitive to calcium than are large conductance calcium-activated potassium channels. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism.	molecular_function
GO:0016248	Stops, prevents, or reduces the activity of a channel via direct interaction with the channel. A channel catalyzes energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel.	molecular_function
GO:0016247	Modulates the activity of a channel. A channel catalyzes energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel.	molecular_function
GO:0042999	Any process that modulates the frequency, rate or extent of transport of Cystic Fibrosis Transmembrane conductance Regulator (CFTR) protein from the Golgi to the plasma membrane.	biological_process
GO:0043004	The selective interaction of Cystic Fibrosis Transmembrane conductance Regulator (CFTR) protein with specific molecules in the cytoplasm, thereby inhibiting its transport to the cell membrane.	biological_process
GO:0043003	Any process that activates or increases the frequency, rate or extent of transport of Cystic Fibrosis Transmembrane conductance Regulator (CFTR) protein from the Golgi to the plasma membrane.	biological_process
GO:0043002	Any process that stops, prevents, or reduces the frequency, rate or extent of transport of Cystic Fibrosis Transmembrane conductance Regulator (CFTR) protein from the Golgi to the plasma membrane.	biological_process
GO:0043000	The directed movement of Cystic Fibrosis Transmembrane conductance Regulator (CFTR) protein from the Golgi to the plasma membrane.	biological_process
GO:0000269	Enables the energy independent passage of toxins, sized less than 1000 Da, across a membrane towards the outside of the cell. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria.	molecular_function
GO:0015483	Enables the transfer of long-chain fatty acids from one side of the membrane to the other. A long-chain fatty acid is a fatty acid with a chain length between C13 and C22. This transporter is a porin and so enables the energy independent passage of substances, sized less than 1000 Da, across a membrane. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria.	molecular_function
GO:0015481	Catalysis of the transfer of maltose from one side of the membrane to the other. Maltose is the disaccharide 4-O-alpha-D-glucopyranosyl-D-glucopyranose, an intermediate in the enzymatic breakdown of glycogen and starch. This transporter is a porin so enables the energy independent passage of substances, sized less than 1000 Da, across a membrane. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria.	molecular_function
GO:0015471	Enables the energy independent passage of nucleoside, sized less than 1000 Da, across a membrane. The transmembrane portions of porins consist exclusively of beta-strands which form a beta-barrel. They are found in the outer membranes of Gram-negative bacteria, mitochondria, plastids and possibly acid-fast Gram-positive bacteria.	molecular_function
GO:0016021	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0016012	A protein complex formed of four sarcoglycans plus sarcospan; there are six known sarcoglycans: alpha-, beta-, gamma-, delta-, epsilon- and zeta-sarcoglycan; all are N-glycosylated single-pass transmembrane proteins. The sarcoglycan-sarcospan complex is a subcomplex of the dystrophin glycoprotein complex, and is fixed to the dystrophin axis by a lateral association with the dystroglycan complex.	cellular_component
GO:0016011	A protein complex that includes alpha- and beta-dystroglycan, which are alternative products of the same gene; the laminin-binding component of the dystrophin-associated glycoprotein complex, providing a link between the subsarcolemmal cytoskeleton (in muscle cells) and the extracellular matrix. Alpha-dystroglycan is an extracellular protein binding to alpha-laminin and to beta-dystroglycan; beta-dystroglycan is a transmembrane protein which binds alpha-dystroglycan and dystrophin.	cellular_component
GO:0016010	A multiprotein complex that forms a strong mechanical link between the cytoskeleton and extracellular matrix; typical of, but not confined to, muscle cells. The complex is composed of transmembrane, cytoplasmic, and extracellular proteins, including dystrophin, sarcoglycans, dystroglycan, dystrobrevins, syntrophins, sarcospan, caveolin-3, and NO synthase.	cellular_component
GO:0070941	The aggregation, arrangement and bonding together of a set of components to form an eisosome, a cell part that is composed of the eisosome membrane or MCC domain, a furrow-like plasma membrane sub-domain and associated integral transmembrane proteins, and the proteins (eisosome filaments) that form a scaffolding lattice on the cytoplasmic face.	biological_process
GO:0097689	Enables the facilitated diffusion of an iron ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.	molecular_function
GO:0097682	Enables the transmembrane transfer of cations by a channel that opens when phosphatidylinositol-3,5-bisphosphate has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0097604	Enables the transmembrane transfer of a cation by a channel that opens in response to a temperature stimulus (e.g. exposure to a temperature range different than the optimal temperature for that organism).	molecular_function
GO:0097603	Enables the transmembrane transfer of an ion by a channel that opens in response to a temperature stimulus (e.g. exposure to a temperature range different than the optimal temperature for that organism).	molecular_function
GO:0015853	The directed movement of adenine, 6-aminopurine, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0015855	The directed movement of pyrimidine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0060072	Enables the transmembrane transfer of potassium by a channel with a unit conductance of 100 to 220 picoSiemens that opens in response to stimulus by concerted actions of internal calcium ions and membrane potential. Large conductance calcium-activated potassium channels are less sensitive to calcium than are small or intermediate conductance calcium-activated potassium channels. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism.	molecular_function
GO:0006863	The directed movement of purine bases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0006509	The proteolytic cleavage of transmembrane proteins and release of their ectodomain (extracellular domain).	biological_process
GO:0006616	The process during cotranslational membrane targeting wherein proteins move across a membrane. SRP and its receptor initiate the transfer of the nascent chain across the endoplasmic reticulum (ER) membrane; they then dissociate from the chain, which is transferred to a set of transmembrane proteins, collectively called the translocon. Once the nascent chain translocon complex is assembled, the elongating chain passes directly from the large ribosomal subunit into the centers of the translocon, a protein-lined channel within the membrane. The growing chain is never exposed to the cytosol and does not fold until it reaches the ER lumen.	biological_process
GO:0060314	Any process that modulates the activity of a ryanodine-sensitive calcium-release channel. The ryanodine-sensitive calcium-release channel catalyzes the transmembrane transfer of a calcium ion by a channel that opens when a ryanodine class ligand has been bound by the channel complex or one of its constituent parts.	biological_process
GO:0048763	Enables transmembrane transfer of calcium ions from an intracellular store to the cytosol on induction by increased calcium concentration.	molecular_function
GO:0038064	Combining with a collagen and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity.	molecular_function
GO:0038005	The hydrolysis of a peptide bond or bonds within a ligand for the epidermal growth factor receptor, as part of protein maturation, the process leading to the attainment of the full functional capacity of a protein. In Drosophila for example, in the Golgi apparatus of the signal producing cell, Spitz is cleaved within its transmembrane domain to release a functional soluble extracellular fragment.	biological_process
GO:0071816	A process of protein insertion into the endoplasmic reticulum (ER) membrane in which a tail-anchored (TA) transmembrane protein is incorporated into an endoplasmic reticulum (ER) membrane. TA transmembrane protein, also named type II transmembrane proteins, contain a single C- terminal transmembrane region.	biological_process
GO:0071054	A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM3.	cellular_component
GO:0071055	A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM9.	cellular_component
GO:0071056	A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM15.	cellular_component
GO:0071067	A protein complex that consists of an alphav-beta3 integrin complex bound to the transmembrane metallopeptidase ADAM23.	cellular_component
GO:0071133	A protein complex that consists of an alpha9-beta1 integrin complex bound to the transmembrane metallopeptidase ADAM8.	cellular_component
GO:0097364	Enables the transmembrane transfer of a calcium ion by a channel that opens in response to a mechanical stress in the form of stretching, and contributing to the regulation of action potential.	molecular_function
GO:0016933	Enables the transmembrane transfer of an ion by a channel that opens when extracellular glycine has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0016934	Enables the transmembrane transfer of a chloride ion by a channel that opens when extracellular glycine has been bound by the channel complex or one of its constituent parts.	molecular_function
GO:0016935	A protein complex that forms a transmembrane channel through which chloride ions may pass in response to glycine binding to the channel complex or one of its constituent parts.	cellular_component
GO:0015467	Enables the transmembrane transfer of a potassium ion by an inwardly-rectifying voltage-gated channel, where the inward rectification is due to a voltage-dependent block of the channel pore by a G protein. An inwardly rectifying current-voltage relation is one where at any given driving force the inward flow of K+ ions exceeds the outward flow for the opposite driving force.	molecular_function
GO:0070470	A respiratory chain located in the plasma membrane of a cell; made up of the protein complexes that form the electron transport system (the respiratory chain), associated with the plasma membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient.	cellular_component
GO:0015274	Enables the transmembrane transfer of a chloride ion by a voltage-gated channel. The membrane is an organellar membrane.	molecular_function
GO:0015278	Enables the transmembrane transfer of a calcium ion from intracellular stores by a channel that opens when a specific intracellular ligand has been bound by the channel complex or one of its constituent parts.	molecular_function
